premise_code,premise,address,premise_type,state,district
18285.0,MEDAN SELERA PRESINT 11,"JALAN P11,PRESINT 11,62300 PUTRAJAYA",Medan Selera,W.P. Putrajaya,Wp Putrajaya
18286.0,FOODCOURT IOI CITY MALL,"L2-32 & 37,IOI CITY MALL,LEBUH IRC, IOI RESORT CITY,62502 PUTRAJAYA",Foodcourt,W.P. Putrajaya,Wp Putrajaya
18287.0,AL NAZ MAJU PRESINT 11,"JALAN JATI BUKIT P11/25,PRESINT 11,62300 PUTRAJAYA",Restoran India Muslim,W.P. Putrajaya,Wp Putrajaya
18288.0,MEDAN SELERA PRESINT 9,"JALAN P9E,PRESINT 9,62250 PUTRAJAYA",Medan Selera,W.P. Putrajaya,Wp Putrajaya
18289.0,RESTORAN NASI KANDAR FN BISTRO PRESINT 9,"NO. 3,JALAN P93/1, PRESINT 9,62250 PUTRAJAYA",Restoran India Muslim,W.P. Putrajaya,Wp Putrajaya
18290.0,RESTORAN ZFF ORE KAMPUNG,"NO. 14,JALAN P8G, PRESINT 8,62000 PUTRAJAYA.",Restoran Melayu,W.P. Putrajaya,Wp Putrajaya
18291.0,D'PATIN MZ CAFE PRESINT 18,"JALAN P18,PRESINT 18,62150 PUTRAJAYA",Restoran Melayu,W.P. Putrajaya,Wp Putrajaya
18293.0,MEDAN SELERA SEK 7,"JALAN PLUMBUM 7/98,SEKSYEN 7,40000 SHAH ALAM, SELANGOR",Medan Selera,Selangor,Petaling
18294.0,FOOD COURT TESCO SETIA ALAM,"2, JALAN SETIA PRIMA U13/3,SETIA ALAM,40170 SHAH ALAM, SELANGOR",Foodcourt,Selangor,Klang
18295.0,RESTORAN HATINIE,"18 &, 20, JALAN SELENDANG 10/10,SEKSYEN 10,40100 SHAH ALAM, SELANGOR",Restoran Melayu,Selangor,Petaling
18296.0,MEDAN SELERA MYDIN USJ,"675;676, PERSIARAN SUBANG PERMAI,TAMAN PERINDUSTRIAN USJ 1,47500 SUBANG JAYA, SELANGOR",Medan Selera,Selangor,Petaling
18297.0,RESTORAN KHALIFAH SEK 3,"SEKSYEN 3,40000 SHAH ALAM, SELANGOR,",Restoran India Muslim,Selangor,Petaling
18298.0,RESTOREN SYED SEK 3,"23, JALAN SENA 3/13A,SEKSYEN 3,40000 SHAH ALAM, SELANGOR",Restoran India Muslim,Selangor,Petaling
18299.0,FAHRAN CAFE,"NO. 2 JALAN PP4, BANDAR UNIVERSITI,32610 SERI ISKANDAR, PERAK,",Restoran Melayu,Perak,Manjung
18300.0,COOPMART KOPERASI LADANG RAKYAT TERENGGANU BERHAD,"PASAR B, PUSAT BANDAR CHENEH,BANDAR CHENEH BARU,24000 KEMAMAN",Kedai Runcit,Terengganu,Kemaman
18301.0,RABIAH CURRY HOUSE,"LOT M9,TINGKAT BAWAH,KEDAI CYBER SQUARE, PENAMPANG,",Restoran India Muslim,Sabah,Penampang
18302.0,MEDAN SELERA BAMBOO KID,"729,JALAN TAIB, PONTIAN, JOHOR,",Medan Selera,Johor,Pontian
18303.0,RESTORAN SHARAFAT,"SH 82-B,JALAN SAWAH,PEKAN NENAS",Restoran India Muslim,Johor,Pontian
18304.0,RESTORAN WARISAN TIGA SERANGKAI,"SH 82-B,JALAN SAWAH,PEKAN NENAS",Restoran Melayu,Johor,Pontian
18305.0,KZ FANI CAFÃ‰,"NO 6 & 7, JALAN JETI, BANDAR TEPIAN SUNGAI, 86800, MERSING, JOHOR,",Restoran Melayu,Johor,Mersing
18308.0,MIRACLE KITCHEN,"F&B 5, MERSING HARBOUR, 866800, MERSING, JOHOR,",Medan Selera,Johor,Mersing
18309.0,MAMA CAFÃ‰,"QALIZ BEST ENTERPRISE,                                                      NO  1,TKT BWH, JALAN KUNING,TAMAN BANDAR JAYA,85300 LABIS,JOHOR,",Restoran Melayu,Johor,Segamat
18310.0,KAFE IKHWAN,"NO 28, JALAN UTAMA 3/6,                                         KWSN KOMERSIL SRI UTAMA,85000 SEGAMAT JOHOR,",Restoran Melayu,Johor,Segamat
18311.0,HJ OMAR RESTAURANT,"NO 7,TAMAN TAN LENG ANN,SEGAMAT",Restoran India Muslim,Johor,Segamat
18312.0,RESTAURANT CIU ZAU,"NO 7, JLN UTAMA 2/13,BANDAR UTAMA,",Restoran Cina,Johor,Segamat
18313.0,MEDAN SELERA JLN MUAR,"GERAI NO 1,3,12,18 &19,MEDAN SELERA,JALAN MUAR",Medan Selera,Johor,Segamat
18314.0,FOODCOURT U SENTRAL,"KEDAI SELERA MANIS ENTERPRISE & FISMK CATERING,                                                                                 U SENTRAL SEGAMAT,85000 SEGAMAT JOHOR,U CENTRAL SEGAMAT,",Foodcourt,Johor,Segamat
18316.0,ECONSAVE CASH AND CARRY ( SCOTT GARDEN ),"THE SCOTT GARDEN,289, JALAN KLANG LAMA,",Pasar Raya / Supermarket,W.P. Kuala Lumpur,Seputeh
18317.0,MEDAN SELERA SERI  MANJUNG,"JALAN SM1C/2, FASA 1C-2 BANDAR SRI MANJUNG,32200 SERI MANJUNG, PERAK,",Medan Selera,Perak,Manjung
18319.0,ECONSAVE CASH & CARRY SDN. BHD. (BATANG KALI),"NO 1, LOT PT 6903,JALAN MAHAGONI 8, PEKAN BATANG KALI,44300 BATANG KALI, SELANGOR.",Hypermarket,Selangor,Hulu Selangor
18320.0,RESTORAN AYZA'S,"NO 1, JALAN JELOK 6,43000 KAJANG, SELANGOR,",Restoran India Muslim,Selangor,Hulu Langat
18321.0,FOODCOURT TESCO SAUJANA IMPIAN,"TESCO STORES (MALAYSIA) SDN BHD, LOT 37820 & 11196,MUKIM KAJANG,43000 SAUJANA IMPIAN",Foodcourt,Selangor,Hulu Langat
18322.0,MEDAN SELERA PASAR BANGI,"JALAN 1/1,SEKSYEN 1,43650 BANDAR BARU BANGI, SELANGOR",Medan Selera,Selangor,Hulu Langat
18325.0,FAMILY W GROCER (TANJUNG MANIS) SDN BHD,"LOT 533, 535-538 NO 1216-1220,JALAN SEKUMANG TANJUNG SEBUBAL,",Pasar Mini,Sarawak,Tanjung Manis
18326.0,FAMILY W MART (KANOWIT),"JALAN WAYANG,KANOWIT,",Pasar Mini,Sarawak,Kanowit
18327.0,SERVAY JAYA SUPERMARKET SDN BHD,"KUDAT,",Pasar Raya / Supermarket,Sabah,Kudat
18328.0,QRS FRESH MART KKB,"LOT 385 DAN LOT 386,JALAN PAHANG,44000 KUALA KUBU BARU, SELANGOR",Pasar Raya / Supermarket,Selangor,Hulu Selangor
18332.0,RESTORAN AZHAR 25 JAM,"104, JLN BESAR, TMN KRISTAL, 86400 PARIT RAJA, JOHOR,",Restoran India Muslim,Johor,Batu Pahat
18333.0,KAK SABARIAH KELI PECEL,"KEDAI A24, KOMPLEKS NIAGA PARIT RAJA, 86400 PARIT RAJA, BATU PAHAT, BATU PAHAT, JOHOR.,",Medan Selera,Johor,Batu Pahat
18334.0,GERAI MDYP,"TMN SEMBRONG BARAT, 83700 YONG PENG, JOHOR,",Medan Selera,Johor,Batu Pahat
18335.0,RESTORAN ZAINAB,"KM 1, JLN LABIS, 83700 YONG PENG, JOHOR,",Restoran Melayu,Johor,Batu Pahat
18336.0,KEDAI MAKAN KAK LAH MUDA,"HADAPAN PEJABAT KADA TENDONG,PASIR MAS,",Restoran Melayu,Kelantan,Pasir Mas
18337.0,MYDIN TAMAN ANGGERIK,"LOT 21452, JLN ANGGERIK PERDANA 1,TAMAN ANGGERIK PERDANA,43500 SEMENYIH, SELANGOR",Pasar Raya / Supermarket,Selangor,Hulu Langat
18340.0,BATARAS HYPERMARKET SEMPORNA,"UNNAMED ROAD,TAMAN BANDAR SEMPORNA,91308 SEMPORNA, SABAH",Hypermarket,Sabah,Semporna
18341.0,WARNA KLASIK ENTERPRISE,"NO. 4, BANGUNAN LKWJ,RANTAU PERINTIS,BANDAR JENGKA, PAHANG",Pasar Mini,Pahang,Maran
18342.0,RESTORAN DOU QIAN,"22, JALAN BAHAGIA 7, TAMAN BAHAGIA, 28400TEMERLOH PAHANG,",Restoran Cina,Pahang,Temerloh
18343.0,U ALL MART (PASIR MAS) SDN BHD,"LOT 660 (1265),JLN SETOR JKR,",Pasar Raya / Supermarket,Kelantan,Pasir Mas
18344.0,GAFU SUPERMARKET (MUKAH),"NO. 1-6, PHASE 4,MUKAH NEWTOWNSHIP EXTENTION,96400 MUKAH, SARAWAK",Pasar Raya / Supermarket,Sarawak,Mukah
18345.0,EVERWIN SUPERMARKET (MUKAH),"SUBLOT NO. 18,COMPROMISED IN LOT NO. 2019 & 2020 BOTH IN BLOCK NO.68,MUKAH LAND DISTRICT",Pasar Raya / Supermarket,Sarawak,Mukah
18346.0,NAM LEONG DEPARMENT STORE (MUKAH),"NO. 508-1-1 TO 508-1-5, 508-2-1 TO 508-2-4, 508-3-1 TP 508-3-3,NEW TOWNSHIP, GREEN ROAD,MUKAH, SARAWAK",Pasar Raya / Supermarket,Sarawak,Mukah
18347.0,BEST FRESH MART,"NO. 69,JALAN KILANG PADI,45500 TANJONG KARANG, SELANGOR",Pasar Raya / Supermarket,Selangor,Kuala Selangor
18348.0,TF VALUE MART BALIK PULAU,"3, JALAN SUNGAI AIR PUTIH,BANDAR AIR PUTIH,11000 BALIK PULAU, PULAU PINANG",Pasar Raya / Supermarket,Pulau Pinang,Barat Daya
18349.0,ECONSAVE CASH & CARRY (ALMA) SDN BHD,"KAMPUNG ALMA,14000 BUKIT MERTAJAM,PULAU PINANG",Pasar Raya / Supermarket,Pulau Pinang,Seberang Perai Tengah
18350.0,PASARAYA SEGI FRESH SEMENYIH,"PASARAYA SEGI FRESH SEMENYIH,43500 SEMENYIH, SELANGOR,",Pasar Raya / Supermarket,Selangor,Hulu Langat
18351.0,BATARAS SUPERSTORE PAPAR,"BATARAS SUPERSTORE PAPAR,CL025019970,1/2 MILE,JALAN PENGALAT,",Pasar Raya / Supermarket,Sabah,Papar
18352.0,NSK TRADE CITY ( KEPONG ),"G20, GROUND FLOOR, BREM MALL,JALAN BESAR KEPONG,",Pasar Raya / Supermarket,W.P. Kuala Lumpur,Kepong
18353.0,SUPER SEVEN TRADE CENTRE (KLTS),"62-G TO 68-G, KL TRADERS SQUARE,NO.99, JALAN GOMBAK,",Pasar Raya / Supermarket,W.P. Kuala Lumpur,Wangsa Maju
18354.0,EXPRESS MART 722,"GROUND FLOOR, WISMA TKT,2/4,JALAN DANG WANGI,",Pasar Mini,W.P. Kuala Lumpur,Bukit Bintang
18355.0,LYBOY CORNER,"LYBOY CORNERLOT 881,RUMAH KEDAI,JALAN SEKOLAH DERMA,01000 KANGAR,PERLIS",Medan Selera,Perlis,Kangar
18356.0,SHAMIZA BINTI MOHD NOR,"KM 3,JALAN GUAR NANGKA,02500 MATA AYER,PERLIS.",Restoran Melayu,Perlis,Padang Besar
18357.0,99 SPEEDMART TAMAN CANTIK,"JALAN SUNGAI JELOK,TAMAN CANTIK,43000 KAJANG, SELANGOR.",Pasar Mini,Selangor,Hulu Langat
18358.0,PASAR SEGAR IRADAH BRIPO,"NO.19,JALAN INDAH 1,TAMAN INDAH, TAMAN SUNGAI JELOK,43000 KAJANG, SELANGOR",Kedai Runcit,Selangor,Hulu Langat
18359.0,SUPER SEVEN FRESHMART (TAMAN INDAH),"NO 15, JALAN INDAH SUNGAI JELOK,TAMAN INDAH SUNGAI JELOK,43000 KAJANG, SELANGOR.",Pasar Mini,Selangor,Hulu Langat
18360.0,KEDAI RUNCIT JELOK JAYA (TAMAN INDAH),"NO. 4,JALAN INDAH, TAMAN INDAH, SUNGAI JELOK,43000 KAJANG, SELANGOR.",Kedai Runcit,Selangor,Hulu Langat
18364.0,FOOD COURT AEON,"FOOD COURT AEON LOT 8576 & 8577,JALAN KAMUNTING, 34000 TAIPING,PERAK,",Foodcourt,Perak,"Larut, Matang & Selama"
18365.0,FOOD COURT TESCO,"FOOD COURT TESCOLOT 38, JALAN ISTANA LARUT,34000 TAIPING, PERAK,",Foodcourt,Perak,"Larut, Matang & Selama"
18366.0,FOOD COURT ECONSAVE,"FOOD COURT ECONSAVE KG 01, 02, 03 LOT 5830 JALAN PER SATU,KAWASAN PERUSAHAAN KAMUNTING,34600 KAMUNTING,PERAK.",Foodcourt,Perak,"Larut, Matang & Selama"
18367.0,RESTAURANT 168,"LORONG 3, PHASE 2, BANDAR SRI PERDANA,91100 LAHAD DATU,",Restoran Cina,Sabah,Lahad Datu
18368.0,FATT SHUN RESTAURANT,"MDLD 7022, LOT 114, GROUND FLOOR, PERDANA SHOP, JALAN PERDANA 3, 91100 LAHAD DATU,",Restoran Cina,Sabah,Lahad Datu
18369.0,RESTAURANT THE RED ROSE,"MDLD 3270, 3271, LOT 5 & 6, FAJAR CENTRELAHAD DATU,",Restoran India Muslim,Sabah,Lahad Datu
18370.0,RESTORAN RAHMAT PERDANA,"MDLD 7057, LOT 309, PHASE 3, JALAN SILAM91100 LAHAD DATU,",Restoran India Muslim,Sabah,Lahad Datu
18371.0,RESTORAN SEAFOOD SERI RASA,"MDLD 7180, LOT 214, GROUND FLOOR, LORONG 5, 91100 LAHAD DATU,",Restoran Melayu,Sabah,Lahad Datu
18372.0,RESTORAN KAK TINI PERDANA,"MDLD 8685, LOT 85, BANDAR SRI PERDANALAHAD DATU,",Restoran Melayu,Sabah,Lahad Datu
18373.0,KRUA THAI TOMYAM SEAFOOD,"NO.20, KOMPLEKS PERNIAGAAN UTAMA, 08800GUAR CEMPEDAK, KEDAH,",Restoran Melayu,Kedah,Yan
18374.0,KITA GIGIH ENTERPRISE ( RESTORAN KITA),"NO. 32GF, KOMPLEKS PERNIAGAAN GUAR UTAMA, JALAN GUAR UTAMA 5, 08800 GUAR CEMPEDAKKEDAH,",Restoran Melayu,Kedah,Yan
18375.0,FOOD COURT CMART,"NO 1, JALAN JATI, TINGKAT 2, KOMPLEKS PERNIAGAAN AMANJAYA08000 SG PETANI, KEDAH,",Foodcourt,Kedah,Kuala Muda
18376.0,RESTORAN YASMEEN (ARAU) SENDIRIAN BERHAD,"NO. 10, JALAN JATI, KOMPLEKS PERNIAGAAN AMANJAYA,08000 SG. PETANI, KEDAH,",Restoran India Muslim,Kedah,Kuala Muda
18377.0,KEDAI KOPI SATU DUA TIGA,"NO 12, PLOT 120, ARKED POKOK ASAM 2, LANGLAWI MALL07000 LANGKAWI, KEDAH,",Restoran Cina,Kedah,Langkawi
18378.0,ARKED POKOK ASAM SATU RESTORAN,"PERSIARAN BUNGA RAYA, LANGKAWI MALL07000 LANGKAWI, KEDAH,",Restoran Cina,Kedah,Langkawi
18379.0,E-ONE DIAMOND CORNER,"MEDAN SELERA TAMAN KERIS,MUKIM PADANG MATSIRAT07000 LANGKAWI,KEDAH,",Medan Selera,Kedah,Langkawi
18380.0,KEDAI MAKAN KAK TIMAH,"NO. 164, PUSAT DAGANGAN KELANA MAS,07000 LANGKAWI,KEDAH,",Restoran Melayu,Kedah,Langkawi
18383.0,FOODCOURT LANGKAWI FAIR,"LANGKAWI FAIR SHOPPING MALL,JALAN PERSIARAN PUTRA,07000 LANGKAWI, KEDAH,",Foodcourt,Kedah,Langkawi
18385.0,RESTOREN TOK KERAMAT,"KG TOK KERAMAT, JALAN TOK KERAMAT, TANJUNG PAUH,06000 JITRA, KEDAH,TANJUNG PAUH,",Restoran Melayu,Kedah,Kubang Pasu
18386.0,EVA CAFE,"148 A, JLN PJ6,PEKAN JITRA 2,",Restoran Melayu,Kedah,Kubang Pasu
18390.0,RESTORAN YASMEEN (NR),"NO. 6-B & 7-A BANDAR DARULAMAN JAYA, 06000 JITRA KEDAH,BANDAR DARULAMAN,",Restoran India Muslim,Kedah,Kubang Pasu
18391.0,RESTORAN NASI KANDAR FEERAZ,"NO. 58, BANDAR DARULAMAN, 06000 JITRA KEDAH,BANDAR DARULAMAN,",Restoran India Muslim,Kedah,Kubang Pasu
18392.0,CHE TA D'CORNER MEDAN SELERA MAHSURI,"NO.8 MEDAN SELERA MAHSURI, TAMAN MAHSURI, 06000 JITRA KEDAH,BANDAR DARULAMAN,",Medan Selera,Kedah,Kubang Pasu
18393.0,KEDAI KOLAM CAFE,"SIMPANG PONDOK HJ. SALLEH, BANGGOL KIAT, 08200 SIK KEDAH,",Restoran Melayu,Kedah,Sik
18394.0,D'ANJUNG SERI,"ANJUNG SERI IKAN BAKAR, DEPAN PEJABAT AGAMA SIK, 08200 SIK KEDAH,",Restoran Melayu,Kedah,Sik
18395.0,KEDAI KOPI DAN MAKANAN MAT ISA ARIFFIN,"C5, BANGUNAN MDB,JALAN SYED SHEIKH  BALING KEDAH,",Restoran Melayu,Kedah,Baling
18396.0,SAUDARA HANIFAH RESTORAN,"NO.72, JALAN MAHMUD,BALING,KEDAH DARUL AMAN.,",Restoran India Muslim,Kedah,Baling
18397.0,MINI STADIUM KELADI,"TAMAN NENAS, 09000 KULIM KEDAH,",Medan Selera,Kedah,Kulim
18398.0,WARUNG BUNGA KERTAS,"NO.28, BATU 3 1/2 KG PAYA TOK BETUK, SUNGAI ULAR, 09000 KULIM KEDAH,",Restoran Melayu,Kedah,Kulim
18399.0,FOODCOURT GIANT,"FOODCOURT GIANT, TINGKAT 2 KULIM CENTRE, 09000 KULIM KEDAH,",Foodcourt,Kedah,Kulim
18400.0,PASARAYA POKOK MANGGA,"6A-8A, JALAN SP 1/1, TAMAN SERI PANDAN,JALAN POKOK MANGGA,75200 MELAKA",Kedai Runcit,Melaka,Melaka Tengah
18401.0,PERTUBUHAN PELADANG KAWASAN MATA AYER,"BATU 1/4,SIMPANG GIAL,02500 MATA AYER, PERLIS",Kedai Runcit,Perlis,Padang Besar
18402.0,BORONG WANN,"NO.1,KOMPLEKS PERNIAGAAN LUBUK SIREH,02100 KAKI BUKIT, PERLIS",Kedai Runcit,Perlis,Padang Besar
18403.0,KEDAI RUNCIT AROKIAM AND BROTHERS,"NO.3, 7TH FLOOR,CONDOMINIUM MENARA,CITY ONE, JALAN MUNSHI ABDULLAH,",Kedai Runcit,W.P. Kuala Lumpur,Bukit Bintang
18404.0,SHAFF CAFE,"S/C 87/88 NEW TOWNSHIP, 96400 MUKAH, SARAWAK,",Restoran Melayu,Sarawak,Mukah
18405.0,MY ISLAMIC CAFE,"LOT 561, BLOCK 123, OYA - DALAT LAND DISTRICT, 96300 DALAT,",Restoran Melayu,Sarawak,Dalat
18406.0,GERAI MASAKAN MELANAU,"NO.1, JALAN PASAR, 96400 MUKAHSARAWAK.,",Medan Selera,Sarawak,Mukah
18407.0,MEDAN RIA 14-15,"NO.14 - NO. 15, BOULEVARD SETIA RAJA 2, 96400 MUKAH,SARAWAK,",Foodcourt,Sarawak,Mukah
18409.0,PASAR MINI MOHD. SALLEH,"NO. 2, JALAN SERI EMAS 5,TAMAN SERI TELOK EMAS,75480 MELAKA",Pasar Mini,Melaka,Melaka Tengah
18410.0,PASARAYA SEJATI (MERLIMAU SDN. BHD),"11,12,13, JALAN DEBUNGA 1,TAMAN DEBUNGA,77300, MERLIMAU MELAKA",Pasar Mini,Melaka,Jasin
18412.0,GERAI SRI KARANGAN,"LOT. 2, MEDAN SELERA PEKAN TENOM,",Medan Selera,Sabah,Tenom
18413.0,BATARAS HYPERMARKET KENINGAU,"LOT 65, BLOK C, FASA 1A,KAMPUNG TUARID TAUD,89000 KENINGAU, SABAH.",Hypermarket,Sabah,Keningau
18414.0,MEDAN SELERA STADIUM IPOH,"KOMPLEKS SUKAN IPOH,31400 IPOH PERAK,",Medan Selera,Perak,Kinta
18415.0,FOOD COURT ECONSAVE AMPANG,"NO 2, JLN PERNIAGAAN AMPANG 4,PUSAT PERNIAGAAN AMPANG,31350 IPOH, PERAK",Foodcourt,Perak,Kinta
18419.0,FYE HOONG,"JALAN 7,31900 KAMPAR, PERAK,",Restoran Cina,Perak,Kampar
18421.0,KHIOING KEE RESTAURANT,"NO 108-109, PUSAT PERNIAGAAN BALDWIN, JALAN 3,35000 TAPAH, PERAK,",Restoran Cina,Perak,Batang Padang
18422.0,SELERA D'ANJE,"NO 1 & 2, KOMPLEKS MEDAN SELERA BIDOR,35500 BIDOR, PERAK,",Medan Selera,Perak,Batang Padang
18423.0,RESTORAN NASI AYAM PAK MAN ANA,"NO 87A, JLN PERDANA 5,PUSAT PERNIAGAAN SLIM PERDANA,35800 SLIM RIVER, PERAK",Restoran Melayu,Perak,Muallim
18425.0,RESTORAN HIJAS,"NO 5, JLN CAHAYA, TAMAN ANGGERIK DESA,35900 TANJONG MALIM, PERAK,",Restoran India Muslim,Perak,Muallim
18426.0,MJ CURRY HOUSE (M) SDN BHD,"NO 36, JLN BUNGA RAYA,35900 TANJONG MALIM, PERAK,",Restoran India Muslim,Perak,Muallim
18428.0,GERAI CHE' SITI,"NO 3 & 4, GERAI PLB, JLN AHMAD BOESTAMAM,35800 SLIM RIVER, PERAK,",Medan Selera,Perak,Muallim
18429.0,MEDAN SELERA TASEK (IPOH),"JLN TASEK, TAMAN MUSIM BUNGA,31400 IPOH, PERAK,",Medan Selera,Perak,Kinta
18430.0,FOOD COURT LOTUS'S BERCHAM (IPOH),"NO 2, LALUAN TASEK TIMUR 6,TAMAN TASEK INDRA, OFF JLN KG.BERCHAM,31400 IPOH, PERAK",Foodcourt,Perak,Kinta
18431.0,RESTORAN FOOK SENG (TAPAH),"NO 25, JALAN MAHSURI, TAMAN PERWIRA,35800 SLIM RIVER, PERAK,",Restoran Cina,Perak,Muallim
18432.0,YAN'S NASI CAMPUR & CATERING,"NO 24, KOMPLEKS MEDAN SELERA,35900 TANJONG MALIM, PERAK,",Medan Selera,Perak,Muallim
18433.0,SERAMBI SANTAI (MANJUNG),"NO 6, PLAZA D' MARA, JALAN LUMUT,32000 SITIAWAN, PERAK,",Restoran Melayu,Perak,Manjung
18434.0,RESTORAN ZHI QING,"NO 16, TAMAN SEJATI, JALAN LUMUT,32000 SITIAWAN, PERAK,",Restoran Cina,Perak,Manjung
18435.0,RESTORAN MADINAH,"JLN SM 1C/3, SERI MANJUNG,32200 LUMUT, PERAK,",Restoran India Muslim,Perak,Manjung
18436.0,DJ NASI KANDAR LUMUT,"PT 4159, JLN SULTAN IDRIS SHAH,32200 LUMUT, PERAK,",Restoran India Muslim,Perak,Manjung
18437.0,MEDAN SELERA PAKAR,"PASAR KOMUNITI DAN KARAVAN (PAKAR) MANJUNG,SEKSYEN 3/6, PM3, JLN ISKANDAR SHAH,32040 SERI MANJUNG, PERAK",Medan Selera,Perak,Manjung
18440.0,RESTORAN YEE LOK PARIT,"NO 36, JALAN BESAR,32800 PARIT, PERAK,",Restoran Cina,Perak,Perak Tengah
18441.0,RESTORAN NASI VANGGEY,"NO 1, JALAN PP8 BANDAR UNIVERSITI,32610 SERI ISKANDAR, PERAK,",Restoran India Muslim,Perak,Perak Tengah
18442.0,RESTORAN AL-BAYAN BILLION SERI ISKANDAR,"D'MALL NO. LOT GF-15, LEBUH SIBC,32610 BANDAR SERI ISKANDAR, PERAK,",Restoran India Muslim,Perak,Perak Tengah
18445.0,MEE KARI IPOH,"NO 99, JALAN DATO' ONN JAAFAR,30300 IPOH, PERAK,",Restoran Melayu,Perak,Kinta
18446.0,NZ CURRY HOUSE,"NZ RETAIL, (WANGSA LINK) SDN BHDNO.12-G, JALAN WANGSA DELIMA 11,D`WANGSA, MAJU, 53300 KUALA LUMPUR,",Restoran India Muslim,W.P. Kuala Lumpur,Setiawangsa
18447.0,99 SPEEDMART TAMAN KERAMAT PERMAI,"NO.2 (G), JALAN AU 1A/4C,TAMAN KERAMAT PERMAI,",Pasar Mini,W.P. Kuala Lumpur,Setiawangsa
18448.0,UGOMART (M) SDN BHD,"NO. 16, JALAN AU 1A/4C,TAMAN KERAMAT,",Pasar Mini,W.P. Kuala Lumpur,Setiawangsa
18449.0,SHEPON ENTERPRISE,"KG LOJING,POS BROKE, GUA MUSANG,",Kedai Runcit,Kelantan,Lojing
18451.0,RESTORAN TOM YAM MARINA BISTRO,"SIMPANG EMPAT, TAMAN ADABI, JALAN BANGGOL, JALAN TAMAN ADABI,TANAH MERAH,KELANTAN,",Restoran Melayu,Kelantan,Tanah Merah
18454.0,RESTORAN HONG INN,"NO 11 & 13, JALAN KAMPUNG BARU, TAMAN SRI TENGAH,86000 KLUANG, JOHOR,",Restoran Cina,Johor,Kluang
18455.0,ISLAMIAYA RESTORAN,"NO 2, JALAN ABU BAKAR,86600 PALOH, JOHOR,",Restoran India Muslim,Johor,Kluang
18456.0,MELATI CAFE & TRADING,"NO 44, JALAN TEMENGGONG, 86600 PALOHJOHOR,",Restoran Melayu,Johor,Kluang
18457.0,BATARAS HYPERMARKET KOLOMBONG INANAM,"MILE 5,JALAN KOLOMBONG, INANAM,88450 KOTA KINABALU, SABAH.",Hypermarket,Sabah,Kota Kinabalu
18460.0,DAESCO HYPERMARKET,"LOT 1294, 1ST FLOOR, STAR MEGA MALL,JALAN TUNKU ABDUL RAHMAN,96000 SIBU, SARAWAK.",Hypermarket,Sarawak,Sibu
18462.0,BATARAS HYPERMARKET SANDAKAN,"IJM COMMERCIAL COMPLEX UTAMA PLACE 3,BANDAR UTAMA BATU 6 JALAN UTARA,90000 SANDAKAN, SABAH.",Hypermarket,Sabah,Sandakan
18464.0,MYDIN SEJATI HYPERMARKET,"LOT 3A, SEJATI COMMERCIAL,JALAN MERPATI, BATU 7,JALAN LAPANGAN TERBANG,",Hypermarket,Sabah,Sandakan
18465.0,GENTINGMAS MALL SDN. BHD,"JALAN PRYER,PUSAT BANDAR SANDAKAN,90000 SANDAKAN, SABAH.",Hypermarket,Sabah,Sandakan
18466.0,CHAU SUI TECK (MAWAR) SDN. BHD,"LOT A-1 HINGGA LOT A-7 BLOK A TINGKAT BAWAH DAN TINGKAT 1 MAWAR CENTRE, TAMAN MAWAR JALAN SIBUGA, SANDAKAN SABAH.,",Pasar Raya / Supermarket,Sabah,Sandakan
18467.0,MU SUPERSTORE SDN BHD,"TL 075209620 & TL 075209639 BATU 8,JALAN LABUK,SANDAKAN,SABAH.",Pasar Raya / Supermarket,Sabah,Sandakan
18468.0,RESTORAN SERI SAHABAT (PAYA RUMPUT),"NO. G-15, JALAN CHENG PERDANA 1/1A,TAMAN DESA CHENG PERDANA,75260 MELAKA",Restoran India Muslim,Melaka,Melaka Tengah
18469.0,OREN DI SAWIT ENTERPRISE ( JR 0021798-T),"BATU 14,JALAN MERLIMAU JASIN,77300 MERLIMAU, MELAKA",Restoran Melayu,Melaka,Jasin
18470.0,JAYA GROCER D`PULZE CYBERJAYA,"LG, LINGKARAN CYBER POINT TIMUR,CYBER 12,63000 CYBERJAYA, SELANGOR",Pasar Raya / Supermarket,Selangor,Sepang
18471.0,ECONSAVE KIPMALL,"G21 & M19, KIPMALL,KOTA WARISAN,43900 SEPANG, SELANGOR",Pasar Raya / Supermarket,Selangor,Sepang
18472.0,99 SPEEDMART TAMAN SEROJA,"NO. 12 & 14(GF), JALAN SEROJA 7,TAMAN SEROJA, BANDAR BARU SALAK TINGGI,43900 SEPANG SELANGOR.",Pasar Mini,Selangor,Sepang
18473.0,PASAR SEGAR SAFIRA,"NO 21 GF JALAN 11C/5, MEDAN 88,BANDAR BARU SALAK TINGGI,43900 SEPANG, SELANGOR",Pasar Mini,Selangor,Sepang
18474.0,LOTUSS STORE TELUK INTAN,"PT 5017, RAPID MALL SERI INTAN,JALAN CHANGKAT JONG,36000 TELUK INTAN, PERAK",Hypermarket,Perak,Hilir Perak
18475.0,ECONSAVE CASH & CARRY ( BS) SDN BHD,"LOT 9855, JALAN MAHARAJA,TMN BAGAN SERAI,34300, BAGAN SERAI, PERAK.",Pasar Raya / Supermarket,Perak,Kerian
18476.0,PASAR SEJAHTERA TANJUNG PIANDANG,"TANJUNG PIANDANG,34250, PERAK,",Pasar Basah ,Perak,Kerian
